"","stat","locus","effect","df","Fvalue","pvalue"
"30","lme4QTL, binomial probit","CM084264_1_2740163.1","generation * treatment",2,5.57514773843425,0.00423867275133648
"31","lme4QTL, binomial probit","CM084264_1_2740171.1","generation",2,3.93338756426279,0.0207050353852783
"32","lme4QTL, binomial probit","CM084264_1_2740171.1","treatment",1,3.08460665736694,0.0801658889587074
"33","lme4QTL, binomial probit","CM084264_1_2740171.1","generation * treatment",2,2.20477390219702,0.112249774307432
"34","lme4QTL, binomial probit","CM084264_1_2740285.1","generation",2,0.216345866829784,0.80559565079751
"35","lme4QTL, binomial probit","CM084264_1_2740285.1","treatment",1,7.54054279531466,0.00643644686463014
"36","lme4QTL, binomial probit","CM084264_1_2740285.1","generation * treatment",2,0.733975829852217,0.480948501106839
"37","lme4QTL, binomial probit","CM084264_1_2740287.1","generation",2,2.23298849814899,0.109176572659894
"38","lme4QTL, binomial probit","CM084264_1_2740287.1","treatment",1,0.149279347055053,0.699528168573274
"39","lme4QTL, binomial probit","CM084264_1_2740287.1","generation * treatment",2,0.301612067844215,0.739872886096904
"40","lme4QTL, binomial probit","CM084264_1_6151081.1","generation",2,0.914223179831655,0.402060447443548
"41","lme4QTL, binomial probit","CM084264_1_6151081.1","treatment",1,0.218708870611449,0.640401306174283
"42","lme4QTL, binomial probit","CM084264_1_6151081.1","generation * treatment",2,1.11497553563769,0.329422814951683
"43","lme4QTL, binomial probit","CM084264_1_6151084.1","generation",2,3.13228804498781,0.0452011527299651
"44","lme4QTL, binomial probit","CM084264_1_6151084.1","treatment",1,0.976675767374086,0.323902424047375
"45","lme4QTL, binomial probit","CM084264_1_6151084.1","generation * treatment",2,0.532340060315489,0.587841993024189
"46","lme4QTL, binomial probit","CM084264_1_6517724.1","generation",2,3.79149409347894,0.0237679449067619
"47","lme4QTL, binomial probit","CM084264_1_6517724.1","treatment",1,0.343112140552753,0.558525809587676
"48","lme4QTL, binomial probit","CM084264_1_6517724.1","generation * treatment",2,3.73053042065254,0.0252204469492263
"49","lme4QTL, binomial probit","CM084264_1_6956767.1","generation",2,3.84135129385976,0.0226429015027476
"50","lme4QTL, binomial probit","CM084264_1_6956767.1","treatment",1,1.41325669810739,0.235557173685689
"51","lme4QTL, binomial probit","CM084264_1_6956767.1","generation * treatment",2,2.12195749879295,0.121783085015814
"52","lme4QTL, binomial probit","CM084264_1_6990362.1","generation",2,5.38951258619426,0.00506658306744916
"53","lme4QTL, binomial probit","CM084264_1_6990362.1","treatment",1,2.52179558585064,0.113448668342571
"54","lme4QTL, binomial probit","CM084264_1_6990362.1","generation * treatment",2,1.05143838935467,0.350855805259275
"55","lme4QTL, binomial probit","CM084264_1_6990394.1","generation",2,0.344070721214737,0.709188006985003
"56","lme4QTL, binomial probit","CM084264_1_6990394.1","treatment",1,6.45916110437284,0.0115958138544569
"57","lme4QTL, binomial probit","CM084264_1_6990394.1","generation * treatment",2,0.591251569055979,0.554346491384968
"58","lme4QTL, binomial probit","CM084264_1_8098035.1","generation",2,0.624862704892374,0.536104415595811
"59","lme4QTL, binomial probit","CM084264_1_8098035.1","treatment",1,0.427299085534294,0.513871492461608
"60","lme4QTL, binomial probit","CM084264_1_8098035.1","generation * treatment",2,0.413030378729652,0.662057971568519
"61","lme4QTL, binomial probit","CM084264_1_8098050.1","generation",2,2.25563896260983,0.106770865164241
"62","lme4QTL, binomial probit","CM084264_1_8098050.1","treatment",1,0.836438636724458,0.361230326931141
"63","lme4QTL, binomial probit","CM084264_1_8098050.1","generation * treatment",2,3.11541904029289,0.0459526470967501
"64","lme4QTL, binomial probit","CM084264_1_8099092.1","generation",2,4.38749834012227,0.0133270204435835
"65","lme4QTL, binomial probit","CM084264_1_8099092.1","treatment",1,0.427997425941755,0.513528012463071
"66","lme4QTL, binomial probit","CM084264_1_8099092.1","generation * treatment",2,1.16155760303886,0.314551577802221
"67","lme4QTL, binomial probit","CM084264_1_8112660.1","generation",2,4.94759787438229,0.00775505215162337
"68","lme4QTL, binomial probit","CM084264_1_8112660.1","treatment",1,2.93768897137035,0.087677880830673
"69","lme4QTL, binomial probit","CM084264_1_8112660.1","generation * treatment",2,5.25802605211846,0.0057498996499244
"70","lme4QTL, binomial probit","CM084264_1_8112672.1","generation",2,3.94109842056118,0.0205504697301939
"71","lme4QTL, binomial probit","CM084264_1_8112672.1","treatment",1,6.90442098711039,0.00908830106857579
"72","lme4QTL, binomial probit","CM084264_1_8112672.1","generation * treatment",2,1.97380590075518,0.140919291751298
"73","lme4QTL, binomial probit","CM084264_1_8112731.1","generation",2,1.0997541780015,0.334434166310513
"74","lme4QTL, binomial probit","CM084264_1_8112731.1","treatment",1,1.14959469984818,0.28458788209293
"75","lme4QTL, binomial probit","CM084264_1_8112731.1","generation * treatment",2,0.272527967642104,0.761660569019215
"76","lme4QTL, binomial probit","CM084264_1_12084151.1","generation",2,0.909584774889618,0.403917173810448
"77","lme4QTL, binomial probit","CM084264_1_12084151.1","treatment",1,1.94616613865471,0.16414284410271
"78","lme4QTL, binomial probit","CM084264_1_12084151.1","generation * treatment",2,1.54981773191233,0.214162220302004
"79","lme4QTL, binomial probit","CM084264_1_12084160.1","generation",2,0.400800137503299,0.670180276399093
"80","lme4QTL, binomial probit","CM084264_1_12084160.1","treatment",1,2.10735306975554,0.147749352199371
"81","lme4QTL, binomial probit","CM084264_1_12084160.1","generation * treatment",2,0.0233608035090363,0.976911914673361
"82","lme4QTL, binomial probit","CM084264_1_15064482.1","generation",2,3.95550830614531,0.0202647294784848
"83","lme4QTL, binomial probit","CM084264_1_15064482.1","treatment",1,2.45717675475435,0.118155773322063
"84","lme4QTL, binomial probit","CM084264_1_15064482.1","generation * treatment",2,1.36321792187132,0.257584838657119
"85","lme4QTL, binomial probit","CM084264_1_15073604.1","generation",2,0.839308271317032,0.43312905270928
"86","lme4QTL, binomial probit","CM084264_1_15073604.1","treatment",1,2.34833438361626,0.126583475249943
"87","lme4QTL, binomial probit","CM084264_1_15073604.1","generation * treatment",2,1.09845181668047,0.334866495078622
"88","lme4QTL, binomial probit","CM084264_1_26771521.1","generation",2,0.548092718004441,0.578690671453055
"89","lme4QTL, binomial probit","CM084264_1_26771521.1","treatment",1,0.21776277283441,0.641124804769096
"90","lme4QTL, binomial probit","CM084264_1_26771521.1","generation * treatment",2,0.62276568174849,0.537224655783104
"91","lme4QTL, binomial probit","CM084264_1_26771529.1","generation",2,2.28533354235117,0.103697694668779
"92","lme4QTL, binomial probit","CM084264_1_26771529.1","treatment",1,0.852977394736296,0.356532988407954
"93","lme4QTL, binomial probit","CM084264_1_26771529.1","generation * treatment",2,1.62547363523534,0.198731377497962
"94","lme4QTL, binomial probit","CM084264_1_26771545.1","generation",2,0.818360340113919,0.44224158340056
"95","lme4QTL, binomial probit","CM084264_1_26771545.1","treatment",1,1.73010927438281,0.189508728794644
"96","lme4QTL, binomial probit","CM084264_1_26771545.1","generation * treatment",2,0.941975683002408,0.391129511596911
"97","lme4QTL, binomial probit","CM084264_1_26773648.1","generation",2,0.401055006135402,0.670009994013827
"98","lme4QTL, binomial probit","CM084264_1_26773648.1","treatment",1,0.302846735820317,0.582556559570372
"99","lme4QTL, binomial probit","CM084264_1_26773648.1","generation * treatment",2,0.47317643063495,0.623533887591817
"100","lme4QTL, binomial probit","CM084264_1_26773650.1","generation",2,1.41586115870363,0.244506103137187
"101","lme4QTL, binomial probit","CM084264_1_26773650.1","treatment",1,1.46850280009192,0.226637592839117
"102","lme4QTL, binomial probit","CM084264_1_26773650.1","generation * treatment",2,2.06171785321614,0.129226319391974
"103","lme4QTL, binomial probit","CM084264_1_26773675.1","generation",2,1.17049111279954,0.311777805531051
"104","lme4QTL, binomial probit","CM084264_1_26773675.1","treatment",1,0.894657189622536,0.345060947601001
"105","lme4QTL, binomial probit","CM084264_1_26773675.1","generation * treatment",2,1.31801355635003,0.269376664242662
"106","lme4QTL, binomial probit","CM084264_1_26773690.1","generation",2,3.54369799945353,0.0302532497175971
"107","lme4QTL, binomial probit","CM084264_1_26773690.1","treatment",1,8.8744284419671,0.00315400551670255
"108","lme4QTL, binomial probit","CM084264_1_26773690.1","generation * treatment",2,0.389138319082533,0.678018565027948
"109","lme4QTL, binomial probit","CM084264_1_26777912.1","generation",2,4.53190439443456,0.0115882180967625
"110","lme4QTL, binomial probit","CM084264_1_26777912.1","treatment",1,0.111599549639089,0.738588735753552
"111","lme4QTL, binomial probit","CM084264_1_26777912.1","generation * treatment",2,0.305835494105145,0.736761636080731
"112","lme4QTL, binomial probit","CM084264_1_26777914.1","generation",2,0.232424994488532,0.792767031855219
"113","lme4QTL, binomial probit","CM084264_1_26777914.1","treatment",1,2.2217425365919,0.137242383413482
"114","lme4QTL, binomial probit","CM084264_1_26777914.1","generation * treatment",2,3.68619948544551,0.0263325300344125
"115","lme4QTL, binomial probit","CM084264_1_34291216.1","generation",2,1.52636993881579,0.219185496107394
"116","lme4QTL, binomial probit","CM084264_1_34291216.1","treatment",1,6.84338571873419,0.00939593814285779
"117","lme4QTL, binomial probit","CM084264_1_34291216.1","generation * treatment",2,2.06816878930443,0.128407805244048
"118","lme4QTL, binomial probit","CM084264_1_34293009.1","generation",2,2.99673790857048,0.0516079066185664
"119","lme4QTL, binomial probit","CM084264_1_34293009.1","treatment",1,1.14459776766846,0.285634849652004
"120","lme4QTL, binomial probit","CM084264_1_34293009.1","generation * treatment",2,1.32668021793729,0.267074524676632
"121","lme4QTL, binomial probit","CM084264_1_34293018.1","generation",2,0.61401931069961,0.541922496755407
"122","lme4QTL, binomial probit","CM084264_1_34293018.1","treatment",1,0.810994840420168,0.368625866326386
"123","lme4QTL, binomial probit","CM084264_1_34293018.1","generation * treatment",2,0.231365576451562,0.793605912168633
"124","lme4QTL, binomial probit","CM084264_1_34294396.1","generation",2,1.14249224359542,0.320554623447739
"125","lme4QTL, binomial probit","CM084264_1_34294396.1","treatment",1,4.59705190798255,0.032916712407837
"126","lme4QTL, binomial probit","CM084264_1_34294396.1","generation * treatment",2,2.55531192932466,0.0795383410679487
"127","lme4QTL, binomial probit","CM084264_1_34294397.1","generation",2,8.59980537971501,0.000239267977689467
"128","lme4QTL, binomial probit","CM084264_1_34294397.1","treatment",1,0.184520933528607,0.667857797262634
"129","lme4QTL, binomial probit","CM084264_1_34294397.1","generation * treatment",2,0.376138743995218,0.68686491222678
"130","lme4QTL, binomial probit","CM084264_1_34294402.1","generation",2,0.0766765671312353,0.926209451402673
"131","lme4QTL, binomial probit","CM084264_1_34294402.1","treatment",1,0.213203984897124,0.644638089522102
"132","lme4QTL, binomial probit","CM084264_1_34294402.1","generation * treatment",2,1.08678699571129,0.338763913031172
"133","lme4QTL, binomial probit","CM084264_1_34294469.1","generation",2,0.630842596625389,0.532922833602337
"134","lme4QTL, binomial probit","CM084264_1_34294469.1","treatment",1,0.0863271385912125,0.769124320176356
"135","lme4QTL, binomial probit","CM084264_1_34294469.1","generation * treatment",2,5.40185103086734,0.00500681859499473
"136","lme4QTL, binomial probit","CM084264_1_34294472.1","generation",2,1.85645914247649,0.158206105801945
"137","lme4QTL, binomial probit","CM084264_1_34294472.1","treatment",1,8.27860900375821,0.00433068373976754
"138","lme4QTL, binomial probit","CM084264_1_34294472.1","generation * treatment",2,1.08576918596884,0.339106140798479
"139","lme4QTL, binomial probit","CM084264_1_34294476.1","generation",2,0.0732060444931004,0.929427683601757
"140","lme4QTL, binomial probit","CM084264_1_34294476.1","treatment",1,0.695832980780021,0.404922106549864
"141","lme4QTL, binomial probit","CM084264_1_34294476.1","generation * treatment",2,0.0166898947075737,0.98344962074594
"142","lme4QTL, binomial probit","CM084264_1_34294660.1","generation",2,3.0052640331049,0.0511792157341991
"143","lme4QTL, binomial probit","CM084264_1_34294660.1","treatment",1,0.0890379377366778,0.765632460453994
"144","lme4QTL, binomial probit","CM084264_1_34294660.1","generation * treatment",2,0.0412437752062922,0.959601198032969
"145","lme4QTL, binomial probit","CM084264_1_34300042.1","generation",2,0.975420077053501,0.378353637802465
"146","lme4QTL, binomial probit","CM084264_1_34300042.1","treatment",1,0.275288388257497,0.600235060300619
"147","lme4QTL, binomial probit","CM084264_1_34300042.1","generation * treatment",2,2.44365451445206,0.0887545092169246
"148","lme4QTL, binomial probit","CM084264_1_34300372.1","generation",2,0.389572255268379,0.677725254700127
"149","lme4QTL, binomial probit","CM084264_1_34300372.1","treatment",1,2.50622753308099,0.114563382063577
"150","lme4QTL, binomial probit","CM084264_1_34300372.1","generation * treatment",2,1.42802560084619,0.241580356454717
"151","lme4QTL, binomial probit","CM084264_1_34300494.1","generation",2,0.172722415109301,0.841463683135025
"152","lme4QTL, binomial probit","CM084264_1_34300494.1","treatment",1,0.0131111817209399,0.908923010188097
"153","lme4QTL, binomial probit","CM084264_1_34300494.1","generation * treatment",2,1.90666276019768,0.150563152535124
"154","lme4QTL, binomial probit","CM084264_1_34300890.1","generation",2,8.16894050139006,0.000359007099520553
"155","lme4QTL, binomial probit","CM084264_1_34300890.1","treatment",1,2.08389432506102,0.150014950557185
"156","lme4QTL, binomial probit","CM084264_1_34300890.1","generation * treatment",2,4.03861894334702,0.0186930663675208
"157","lme4QTL, binomial probit","CM084264_1_34301153.1","generation",2,4.68912431304142,0.00995368154348636
"158","lme4QTL, binomial probit","CM084264_1_34301153.1","treatment",1,0.700143567598595,0.403472691849987
"159","lme4QTL, binomial probit","CM084264_1_34301153.1","generation * treatment",2,2.12905935531855,0.120934526535745
"160","lme4QTL, binomial probit","CM084264_1_34301159.1","generation",2,1.82800494437637,0.16271027731787
"161","lme4QTL, binomial probit","CM084264_1_34301159.1","treatment",1,4.41993102495707,0.0364440830315709
"162","lme4QTL, binomial probit","CM084264_1_34301159.1","generation * treatment",2,0.0974340284025822,0.907193950611871
"163","lme4QTL, binomial probit","CM084264_1_34301190.1","generation",2,3.66855294781735,0.026788838721116
"164","lme4QTL, binomial probit","CM084264_1_34301190.1","treatment",1,0.546475552238712,0.460401185956677
"165","lme4QTL, binomial probit","CM084264_1_34301190.1","generation * treatment",2,1.28706638505372,0.277761589129086
"166","lme4QTL, binomial probit","CM084264_1_34301201.1","generation",2,0.591955340932962,0.553958189922155
"167","lme4QTL, binomial probit","CM084264_1_34301201.1","treatment",1,1.24748074779162,0.265023448646616
"168","lme4QTL, binomial probit","CM084264_1_34301201.1","generation * treatment",2,0.890006701145706,0.411849818085363
"169","lme4QTL, binomial probit","CM084264_1_34301630.1","generation",2,0.285721916221849,0.751697651211341
"170","lme4QTL, binomial probit","CM084264_1_34301630.1","treatment",1,0.494403967959248,0.482572953900773
"171","lme4QTL, binomial probit","CM084264_1_34301630.1","generation * treatment",2,0.721399811209083,0.487002394235863
"172","lme4QTL, binomial probit","CM084264_1_48147317.1","generation",2,1.59636270456731,0.204531696186522
"173","lme4QTL, binomial probit","CM084264_1_48147317.1","treatment",1,0.000309027069104889,0.985987512667042
"174","lme4QTL, binomial probit","CM084264_1_48147317.1","generation * treatment",2,1.03385478516562,0.357031731916867
"175","lme4QTL, binomial probit","CM084264_1_61167131.1","generation",2,1.70015639549134,0.184597293902925
"176","lme4QTL, binomial probit","CM084264_1_61167131.1","treatment",1,0.00122332692741416,0.972124554128664
"177","lme4QTL, binomial probit","CM084264_1_61167131.1","generation * treatment",2,0.580046799215732,0.560565713613111
"178","lme4QTL, binomial probit","CM084264_1_61167140.1","generation",2,0.756819124175438,0.470145339166789
"179","lme4QTL, binomial probit","CM084264_1_61167140.1","treatment",1,0.459097073299266,0.498624300247644
"180","lme4QTL, binomial probit","CM084264_1_61167140.1","generation * treatment",2,2.12723669836611,0.121151735126377
"181","lme4QTL, binomial probit","CM084264_1_61167161.1","generation",2,0.0026986952656542,0.99730496974047
"182","lme4QTL, binomial probit","CM084264_1_61167161.1","treatment",1,6.25368358015307e-06,0.998006542784559
"183","lme4QTL, binomial probit","CM084264_1_61167161.1","generation * treatment",2,0.421627078448608,0.656408178357447
"184","lme4QTL, binomial probit","CM084264_1_61167189.1","generation",2,0.268945917873514,0.764388307439667
"185","lme4QTL, binomial probit","CM084264_1_61167189.1","treatment",1,4.0824544475736,0.0443141883568492
"186","lme4QTL, binomial probit","CM084264_1_61167189.1","generation * treatment",2,4.82922658034613,0.00869366030885546
"187","lme4QTL, binomial probit","CM084264_1_61167194.1","generation",2,0.127486162436483,0.880358360217236
"188","lme4QTL, binomial probit","CM084264_1_61167194.1","treatment",1,1.0785905491596,0.299938803902815
"189","lme4QTL, binomial probit","CM084264_1_61167194.1","generation * treatment",2,1.87220606841277,0.155767645363391
"190","lme4QTL, binomial probit","CM084264_1_61167202.1","generation",2,2.16325668821701,0.116931133939079
"191","lme4QTL, binomial probit","CM084264_1_61167202.1","treatment",1,2.74353066434224,0.0988061423438545
"192","lme4QTL, binomial probit","CM084264_1_61167202.1","generation * treatment",2,0.960024999996531,0.384181545350092
"193","lme4QTL, binomial probit","CM084264_1_61227544.1","generation",2,0.0312948554079736,0.96919326212507
"194","lme4QTL, binomial probit","CM084264_1_61227544.1","treatment",1,0.0932578213555541,0.760310086802621
"195","lme4QTL, binomial probit","CM084264_1_61227544.1","generation * treatment",2,2.8404392957866,0.0601401652734011
"196","lme4QTL, binomial probit","CM084264_1_64269859.1","generation",2,9.17250281955005,0.000139788745868704
"197","lme4QTL, binomial probit","CM084264_1_64269859.1","treatment",1,0.862816073501401,0.353778442888572
"198","lme4QTL, binomial probit","CM084264_1_64269859.1","generation * treatment",2,2.18585529310945,0.114359100336406
"199","lme4QTL, binomial probit","CM084264_1_64269877.1","generation",2,0.0170443180993874,0.983101168324697
"200","lme4QTL, binomial probit","CM084264_1_64269877.1","treatment",1,0.022326353276433,0.881333323102999
"201","lme4QTL, binomial probit","CM084264_1_64269877.1","generation * treatment",2,3.16441113010687,0.0438041664494283
"202","lme4QTL, binomial probit","CM084264_1_64487824.1","generation",2,1.7621584049221,0.17363524423777
"203","lme4QTL, binomial probit","CM084264_1_64487824.1","treatment",1,4.91400947727082,0.0274700143517173
"204","lme4QTL, binomial probit","CM084264_1_64487824.1","generation * treatment",2,0.201113921110564,0.817941207520418
"205","lme4QTL, binomial probit","CM084264_1_64487839.1","generation",2,3.31168434384817,0.0379357129457458
"206","lme4QTL, binomial probit","CM084264_1_64487839.1","treatment",1,5.96513691047378,0.0152307580442403
"207","lme4QTL, binomial probit","CM084264_1_64487839.1","generation * treatment",2,3.0814712619405,0.0475033536847059
"208","lme4QTL, binomial probit","CM084264_1_64489814.1","generation",2,5.86779458901855,0.00320098823018795
"209","lme4QTL, binomial probit","CM084264_1_64489814.1","treatment",1,4.18690524903898,0.041702393420662
"210","lme4QTL, binomial probit","CM084264_1_64489814.1","generation * treatment",2,0.537981232875907,0.584548183063491
"211","lme4QTL, binomial probit","CM084264_1_64874049.1","generation",2,2.70251705714297,0.0688434920732284
"212","lme4QTL, binomial probit","CM084264_1_64874049.1","treatment",1,8.15775791367382,0.00461970817510315
"213","lme4QTL, binomial probit","CM084264_1_64874049.1","generation * treatment",2,3.47787877335488,0.0322578213573914
"214","lme4QTL, binomial probit","CM084264_1_64875158.1","generation",2,0.904949772503749,0.405781166629989
"215","lme4QTL, binomial probit","CM084264_1_64875158.1","treatment",1,0.0741167215697766,0.785641823056314
"216","lme4QTL, binomial probit","CM084264_1_64875158.1","generation * treatment",2,1.14820058882957,0.318745250288633
"217","lme4QTL, binomial probit","CM084264_1_66077502.1","generation",2,1.0901043943287,0.337650886018177
"218","lme4QTL, binomial probit","CM084264_1_66077502.1","treatment",1,1.75577424125195,0.186268595943464
"219","lme4QTL, binomial probit","CM084264_1_66077502.1","generation * treatment",2,1.62834523880848,0.198168269730353
"220","lme4QTL, binomial probit","CM084264_1_66439568.1","generation",2,1.14261248939656,0.32051640268035
"221","lme4QTL, binomial probit","CM084264_1_66439568.1","treatment",1,0.00137185709198031,0.970481505581866
"222","lme4QTL, binomial probit","CM084264_1_66439568.1","generation * treatment",2,0.478041033329376,0.620518566914523
"223","lme4QTL, binomial probit","CM084264_1_66439628.1","generation",2,1.27765556127609,0.280363155904285
"224","lme4QTL, binomial probit","CM084264_1_66439628.1","treatment",1,0.350501984393437,0.554322699179944
"225","lme4QTL, binomial probit","CM084264_1_66439628.1","generation * treatment",2,4.51928497145239,0.0117305959478358
"226","lme4QTL, binomial probit","CM084264_1_66439654.1","generation",2,2.43291579440617,0.089695726942758
"227","lme4QTL, binomial probit","CM084264_1_66439654.1","treatment",1,5.03830162429565,0.0255997542284251
"228","lme4QTL, binomial probit","CM084264_1_66439654.1","generation * treatment",2,0.149610948976834,0.8611139699628
"229","lme4QTL, binomial probit","CM084264_1_66439662.1","generation",2,3.33258238320909,0.0371697415536351
"230","lme4QTL, binomial probit","CM084264_1_66439662.1","treatment",1,1.6872378335001,0.195069573495285
"231","lme4QTL, binomial probit","CM084264_1_66439662.1","generation * treatment",2,0.00476823905086802,0.995243194449961
"232","lme4QTL, binomial probit","CM084264_1_66522464.1","generation",2,1.30515365654499,0.272829553402118
"233","lme4QTL, binomial probit","CM084264_1_66522464.1","treatment",1,0.287171213144942,0.592478555743118
"234","lme4QTL, binomial probit","CM084264_1_66522464.1","generation * treatment",2,0.49153868904998,0.612228752040515
"235","lme4QTL, binomial probit","CM084264_1_66522465.1","generation",2,0.536367767089748,0.585488362591905
"236","lme4QTL, binomial probit","CM084264_1_66522465.1","treatment",1,0.412758520132991,0.521115838645725
"237","lme4QTL, binomial probit","CM084264_1_66522465.1","generation * treatment",2,5.80514198795569,0.00339914849066402
"238","lme4QTL, binomial probit","CM084264_1_66525864.1","generation",2,0.00801542508766625,0.992016847947871
"239","lme4QTL, binomial probit","CM084264_1_66525864.1","treatment",1,0.0641644008383913,0.800223094835042
"240","lme4QTL, binomial probit","CM084264_1_66525864.1","generation * treatment",2,1.46851030603838,0.232094725706732
"241","lme4QTL, binomial probit","CM084264_1_66525874.1","generation",2,0.560708653440795,0.57146518409597
"242","lme4QTL, binomial probit","CM084264_1_66525874.1","treatment",1,0.754662348677226,0.385772788627903
"243","lme4QTL, binomial probit","CM084264_1_66525874.1","generation * treatment",2,0.235856587840668,0.790055916899118
"244","lme4QTL, binomial probit","CM084264_1_66525875.1","generation",2,0.462992735166105,0.629894125972495
"245","lme4QTL, binomial probit","CM084264_1_66525875.1","treatment",1,0.596510400149638,0.440585599639232
"246","lme4QTL, binomial probit","CM084264_1_66525875.1","generation * treatment",2,1.44784230961088,0.23688944031435
"247","lme4QTL, binomial probit","CM084264_1_66525951.1","generation",2,0.482824739214032,0.617567714835828
"248","lme4QTL, binomial probit","CM084264_1_66525951.1","treatment",1,1.49292510194242,0.222824920259277
"249","lme4QTL, binomial probit","CM084264_1_66525951.1","generation * treatment",2,1.305290171139,0.272792666026878
"250","lme4QTL, binomial probit","CM084264_1_66561935.1","generation",2,2.2271399870738,0.109806565106514
"251","lme4QTL, binomial probit","CM084264_1_66561935.1","treatment",1,0.0621038041385822,0.803389942170535
"252","lme4QTL, binomial probit","CM084264_1_66561935.1","generation * treatment",2,0.101460522699089,0.903551151669223
"253","lme4QTL, binomial probit","CM084264_1_66561947.1","generation",2,2.3766740380214,0.0947919167808214
"254","lme4QTL, binomial probit","CM084264_1_66561947.1","treatment",1,0.190647257744216,0.662726131905732
"255","lme4QTL, binomial probit","CM084264_1_66561947.1","generation * treatment",2,2.17950061642791,0.115076535919242
"256","lme4QTL, binomial probit","CM084264_1_68634780.1","generation",2,3.21844281891558,0.0415517887295356
"257","lme4QTL, binomial probit","CM084264_1_68634780.1","treatment",1,0.00886880371488316,0.925040269297363
"258","lme4QTL, binomial probit","CM084264_1_68634780.1","generation * treatment",2,0.969955912725912,0.380411867401366
"259","lme4QTL, binomial probit","CM084264_1_68634815.1","generation",2,0.113880409355221,0.892407349327674
"260","lme4QTL, binomial probit","CM084264_1_68634815.1","treatment",1,3.12035487834852,0.0784456819645246
"261","lme4QTL, binomial probit","CM084264_1_68634815.1","generation * treatment",2,0.0358426287785727,0.964796684917417
"262","lme4QTL, binomial probit","CM084264_1_68685021.1","generation",2,0.579943738877655,0.560623242422718
"263","lme4QTL, binomial probit","CM084264_1_68685021.1","treatment",1,0.0756576022929068,0.783480291822631
"264","lme4QTL, binomial probit","CM084264_1_68685021.1","generation * treatment",2,0.383916930420175,0.681557899265024
"265","lme4QTL, binomial probit","CM084264_1_68688357.1","generation",2,0.841078156207803,0.432367857885763
"266","lme4QTL, binomial probit","CM084264_1_68688357.1","treatment",1,1.18393830352111,0.277522422703052
"267","lme4QTL, binomial probit","CM084264_1_68688357.1","generation * treatment",2,0.0641601773369166,0.937869006179582
"268","lme4QTL, binomial probit","CM084264_1_68688963.1","generation",2,2.53218900820096,0.0813642522526531
