"","stat","locus","effect","df","Fvalue","pvalue"
"34","lme4QTL, binomial probit","CM084264_1_12084114.1","generation",2,4.18986774123009,0.0161409731987217
"35","lme4QTL, binomial probit","CM084264_1_12084114.1","treatment",1,4.43858030729007,0.0360546229842051
"36","lme4QTL, binomial probit","CM084264_1_12084114.1","generation * treatment",2,7.6690016618396,0.000575752013666353
"37","lme4QTL, binomial probit","CM084264_1_15064138.1","generation",2,0.175354500474044,0.83925462472989
"38","lme4QTL, binomial probit","CM084264_1_15064138.1","treatment",1,5.00092078496402,0.0261478098020753
"39","lme4QTL, binomial probit","CM084264_1_15064138.1","generation * treatment",2,0.653219466022596,0.521185119113626
"40","lme4QTL, binomial probit","CM084264_1_15073840.1","generation",2,1.95929919931508,0.142948796654928
"41","lme4QTL, binomial probit","CM084264_1_15073840.1","treatment",1,0.00553983460566367,0.940723096828887
"42","lme4QTL, binomial probit","CM084264_1_15073840.1","generation * treatment",2,0.669107026519776,0.513009764444141
"43","lme4QTL, binomial probit","CM084264_1_34292374.1","generation",2,1.40123539286693,0.248071140712746
"44","lme4QTL, binomial probit","CM084264_1_34292374.1","treatment",1,1.27642833882929,0.259563177225354
"45","lme4QTL, binomial probit","CM084264_1_34292374.1","generation * treatment",2,0.414854146152522,0.66085530289614
"46","lme4QTL, binomial probit","CM084264_1_34294652.1","generation",2,2.84172268428684,0.0600646146662794
"47","lme4QTL, binomial probit","CM084264_1_34294652.1","treatment",1,1.13823032952652,0.286976089357358
"48","lme4QTL, binomial probit","CM084264_1_34294652.1","generation * treatment",2,1.90585020072266,0.150683845138335
"49","lme4QTL, binomial probit","CM084264_1_34297313.1","generation",2,0.243883856241467,0.78375043006807
"50","lme4QTL, binomial probit","CM084264_1_34297313.1","treatment",1,2.69968932803768,0.101527506590402
"51","lme4QTL, binomial probit","CM084264_1_34297313.1","generation * treatment",2,1.3598439161901,0.258446724163191
"52","lme4QTL, binomial probit","CM084264_1_34300493.1","generation",2,4.16633170218626,0.0165137435938905
"53","lme4QTL, binomial probit","CM084264_1_34300493.1","treatment",1,0.0718611369889265,0.788849923650768
"54","lme4QTL, binomial probit","CM084264_1_34300493.1","generation * treatment",2,1.83869240768417,0.161003546039296
"55","lme4QTL, binomial probit","CM084264_1_61227529.1","generation",2,5.86195851051866,0.00321894458825698
"56","lme4QTL, binomial probit","CM084264_1_61227529.1","treatment",1,0.258278009572417,0.611719085374108
"57","lme4QTL, binomial probit","CM084264_1_61227529.1","generation * treatment",2,0.0410297107001038,0.959806574220047
"58","lme4QTL, binomial probit","CM084264_1_64487818.1","generation",2,0.299764961240401,0.741237741564951
"59","lme4QTL, binomial probit","CM084264_1_64487818.1","treatment",1,1.68233420942463,0.195717752047174
"60","lme4QTL, binomial probit","CM084264_1_64487818.1","generation * treatment",2,3.54191088309263,0.0303059841011635
"61","lme4QTL, binomial probit","CM084264_1_64487845.1","generation",2,0.157335523994313,0.854495323061575
"62","lme4QTL, binomial probit","CM084264_1_64487845.1","treatment",1,1.62557825776116,0.203407732840165
"63","lme4QTL, binomial probit","CM084264_1_64487845.1","generation * treatment",2,0.191162108599446,0.82610996031761
"64","lme4QTL, binomial probit","CM084264_1_64874708.1","generation",2,7.02035965786035,0.00106525417251598
"65","lme4QTL, binomial probit","CM084264_1_64874708.1","treatment",1,0.0574923130350658,0.810685523172494
"66","lme4QTL, binomial probit","CM084264_1_64874708.1","generation * treatment",2,0.668406946446796,0.513367273010337
"67","lme4QTL, binomial probit","CM084264_1_68688356.1","generation",2,3.70799442427671,0.0257797421743522
"68","lme4QTL, binomial probit","CM084264_1_68688356.1","treatment",1,0.592246163569785,0.442222108259973
"69","lme4QTL, binomial probit","CM084264_1_68688356.1","generation * treatment",2,1.03246093600342,0.357525956302167
"70","lme4QTL, binomial probit","CM084264_1_68689028.1","generation",2,0.506955429040741,0.602896683557809
"71","lme4QTL, binomial probit","CM084264_1_68689028.1","treatment",1,0.893900845383559,0.345264607966798
"72","lme4QTL, binomial probit","CM084264_1_68689028.1","generation * treatment",2,0.417872965721347,0.65886940128449
"73","lme4QTL, binomial probit","CM084264_1_69275359.1","generation",2,2.25600727395367,0.106732191215226
"74","lme4QTL, binomial probit","CM084264_1_69275359.1","treatment",1,0.683840992060132,0.408994747545498
"75","lme4QTL, binomial probit","CM084264_1_69275359.1","generation * treatment",2,1.11405791101955,0.329722771829482
"76","lme4QTL, binomial probit","CM084264_1_69287134.1","generation",2,1.38699763544098,0.251591898460029
"77","lme4QTL, binomial probit","CM084264_1_69287134.1","treatment",1,0.0236811440072231,0.877813533223951
"78","lme4QTL, binomial probit","CM084264_1_69287134.1","generation * treatment",2,0.757956880664648,0.469613702375942
"79","lme4QTL, binomial probit","CM084264_1_69287336.1","generation",2,0.367494813964412,0.692811470797708
"80","lme4QTL, binomial probit","CM084264_1_69287336.1","treatment",1,0.0226721157851535,0.88042486848279
"81","lme4QTL, binomial probit","CM084264_1_69287336.1","generation * treatment",2,0.241624372220076,0.785520129700595
"82","lme4QTL, binomial probit","CM084264_1_69303600.1","generation",2,0.427937531112896,0.652291851553532
"83","lme4QTL, binomial probit","CM084264_1_69303600.1","treatment",1,5.1094169290613,0.0245899857015713
"84","lme4QTL, binomial probit","CM084264_1_69303600.1","generation * treatment",2,0.323463758372599,0.723917178434591
"85","lme4QTL, binomial probit","CM084264_1_69534058.1","generation",2,1.3571337162115,0.259141144970478
"86","lme4QTL, binomial probit","CM084264_1_69534058.1","treatment",1,0.422291559012702,0.516346259548784
"87","lme4QTL, binomial probit","CM084264_1_69534058.1","generation * treatment",2,0.565600762878964,0.568687855806931
"88","lme4QTL, binomial probit","CM084264_1_69682047.1","generation",2,1.94197135556687,0.145411613676316
"89","lme4QTL, binomial probit","CM084264_1_69682047.1","treatment",1,0.504211446253676,0.478266033740832
"90","lme4QTL, binomial probit","CM084264_1_69682047.1","generation * treatment",2,2.43805781342585,0.0892437957503127
"91","lme4QTL, binomial probit","CM084264_1_69748575.1","generation",2,2.25199023443182,0.107154757564751
"92","lme4QTL, binomial probit","CM084264_1_69748575.1","treatment",1,6.16144559096105,0.0136625065642018
"93","lme4QTL, binomial probit","CM084264_1_69748575.1","generation * treatment",2,0.485195322498321,0.616110651532427
"94","lme4QTL, binomial probit","CM084264_1_69861955.1","generation",2,0.106367433886582,0.899131747296695
"95","lme4QTL, binomial probit","CM084264_1_69861955.1","treatment",1,0.00469720721838045,0.94540936566734
"96","lme4QTL, binomial probit","CM084264_1_69861955.1","generation * treatment",2,3.0237831034814,0.0502603990269778
"97","lme4QTL, binomial probit","CM084264_1_69861978.1","generation",2,0.978346119182364,0.377256078468892
"98","lme4QTL, binomial probit","CM084264_1_69861978.1","treatment",1,2.09299567809681,0.149131308704594
"99","lme4QTL, binomial probit","CM084264_1_69861978.1","generation * treatment",2,0.349885535337859,0.705086648836848
"100","lme4QTL, binomial probit","CM084264_1_69865995.1","generation",2,3.33435958380234,0.0371053254412674
"101","lme4QTL, binomial probit","CM084264_1_69865995.1","treatment",1,0.818138609924764,0.366528337022209
"102","lme4QTL, binomial probit","CM084264_1_69865995.1","generation * treatment",2,0.0306325098161439,0.969835268893879
"103","lme4QTL, binomial probit","CM084264_1_69875456.1","generation",2,0.113182117235039,0.893030205918048
"104","lme4QTL, binomial probit","CM084264_1_69875456.1","treatment",1,2.50210259613388,0.114860769462
"105","lme4QTL, binomial probit","CM084264_1_69875456.1","generation * treatment",2,2.82413485303318,0.06110835151515
"106","lme4QTL, binomial probit","CM084264_1_69902963.1","generation",2,7.26566176093433,0.000843829390428818
"107","lme4QTL, binomial probit","CM084264_1_69902963.1","treatment",1,1.49295495043456,0.222820307937882
"108","lme4QTL, binomial probit","CM084264_1_69902963.1","generation * treatment",2,2.67716846525692,0.070576052214043
"109","lme4QTL, binomial probit","CM084264_1_69903182.1","generation",2,0.742920725914582,0.476688761207503
"110","lme4QTL, binomial probit","CM084264_1_69903182.1","treatment",1,3.69907553706651,0.0554902567583605
"111","lme4QTL, binomial probit","CM084264_1_69903182.1","generation * treatment",2,0.88089431777774,0.415595315309688
"112","lme4QTL, binomial probit","CM084264_1_70171655.1","generation",2,2.5929139421037,0.076656789822501
"113","lme4QTL, binomial probit","CM084264_1_70171655.1","treatment",1,1.08123131148735,0.299349081446878
"114","lme4QTL, binomial probit","CM084264_1_70171655.1","generation * treatment",2,5.13928620896883,0.00644648453936767
"115","lme4QTL, binomial probit","CM084264_1_70173615.1","generation",2,8.6253933638621,0.000233580179544961
"116","lme4QTL, binomial probit","CM084264_1_70173615.1","treatment",1,5.70001162198897,0.0176504515743225
"117","lme4QTL, binomial probit","CM084264_1_70173615.1","generation * treatment",2,1.15418054111497,0.316860818761761
"118","lme4QTL, binomial probit","CM084264_1_70173621.1","generation",2,3.57240429580331,0.0294187378547512
"119","lme4QTL, binomial probit","CM084264_1_70173621.1","treatment",1,2.87838248762096,0.0909244033264568
"120","lme4QTL, binomial probit","CM084264_1_70173621.1","generation * treatment",2,4.45836050184784,0.0124431635410404
"121","lme4QTL, binomial probit","CM084264_1_70173624.1","generation",2,6.85049934916375,0.00125207598717295
"122","lme4QTL, binomial probit","CM084264_1_70173624.1","treatment",1,0.610902841840863,0.435130382036947
"123","lme4QTL, binomial probit","CM084264_1_70173624.1","generation * treatment",2,1.01046101887888,0.365418501837456
"124","lme4QTL, binomial probit","CM084264_1_70174613.1","generation",2,1.12149537535073,0.327299483483495
"125","lme4QTL, binomial probit","CM084264_1_70174613.1","treatment",1,1.28944509385777,0.25715350197357
"126","lme4QTL, binomial probit","CM084264_1_70174613.1","generation * treatment",2,2.64163684689006,0.0730788182501819
"127","lme4QTL, binomial probit","CM084264_1_70174663.1","generation",2,0.745662097092501,0.475390889273271
"128","lme4QTL, binomial probit","CM084264_1_70174663.1","treatment",1,0.254797538276358,0.61412726691028
"129","lme4QTL, binomial probit","CM084264_1_70174663.1","generation * treatment",2,1.9643301343326,0.14224164914483
"130","lme4QTL, binomial probit","CM084264_1_70174668.1","generation",2,1.04360228124793,0.353594692752188
"131","lme4QTL, binomial probit","CM084264_1_70174668.1","treatment",1,0.0454334752044505,0.831369213650249
"132","lme4QTL, binomial probit","CM084264_1_70174668.1","generation * treatment",2,3.34273010223511,0.0368034379459519
"133","lme4QTL, binomial probit","CM084264_1_70175539.1","generation",2,0.330915528934329,0.718555661230316
"134","lme4QTL, binomial probit","CM084264_1_70175539.1","treatment",1,0.170702254814134,0.679815165965448
"135","lme4QTL, binomial probit","CM084264_1_70175539.1","generation * treatment",2,0.0791780546318086,0.923896773851644
"136","lme4QTL, binomial probit","CM084264_1_70182851.1","generation",2,1.43903544267354,0.238962724361161
"137","lme4QTL, binomial probit","CM084264_1_70182851.1","treatment",1,0.283208900558868,0.595041682548866
"138","lme4QTL, binomial probit","CM084264_1_70182851.1","generation * treatment",2,3.4153326027226,0.0342866215095575
"139","lme4QTL, binomial probit","CM084264_1_70185106.1","generation",2,0.424666252589849,0.654422459700374
"140","lme4QTL, binomial probit","CM084264_1_70185106.1","treatment",1,1.48663270027802,0.223799819490079
"141","lme4QTL, binomial probit","CM084264_1_70185106.1","generation * treatment",2,1.66215500582964,0.191657963909479
"142","lme4QTL, binomial probit","CM084264_1_70188206.1","generation",2,0.173424061880896,0.840874232576763
"143","lme4QTL, binomial probit","CM084264_1_70188206.1","treatment",1,1.00388380342701,0.317266347102207
"144","lme4QTL, binomial probit","CM084264_1_70188206.1","generation * treatment",2,0.992977744166494,0.371815681137413
"145","lme4QTL, binomial probit","CM084264_1_70210132.1","generation",2,1.49941332790103,0.225107337166204
"146","lme4QTL, binomial probit","CM084264_1_70210132.1","treatment",1,0.35831511711676,0.549943460515281
"147","lme4QTL, binomial probit","CM084264_1_70210132.1","generation * treatment",2,0.373176184260729,0.68889718021377
"148","lme4QTL, binomial probit","CM084264_1_70210134.1","generation",2,1.44225918565824,0.23820168869348
"149","lme4QTL, binomial probit","CM084264_1_70210134.1","treatment",1,1.81377248446986,0.179181539217533
"150","lme4QTL, binomial probit","CM084264_1_70210134.1","generation * treatment",2,0.320345474077785,0.726172714449464
"151","lme4QTL, binomial probit","CM084264_1_70355057.1","generation",2,1.18559432392811,0.307144320783343
"152","lme4QTL, binomial probit","CM084264_1_70355057.1","treatment",1,0.279549600367939,0.597429328025969
"153","lme4QTL, binomial probit","CM084264_1_70355057.1","generation * treatment",2,0.342411140844555,0.710362959851442
"154","lme4QTL, binomial probit","CM084264_1_70355068.1","generation",2,0.974530367911993,0.37868800531143
"155","lme4QTL, binomial probit","CM084264_1_70355068.1","treatment",1,0.0160403563250456,0.899310919637037
"156","lme4QTL, binomial probit","CM084264_1_70355068.1","generation * treatment",2,0.210831765748989,0.810043026631918
"157","lme4QTL, binomial probit","CM084264_1_70355122.1","generation",2,2.58983567889847,0.0768886815089815
"158","lme4QTL, binomial probit","CM084264_1_70355122.1","treatment",1,2.21072903272046,0.138216402351608
"159","lme4QTL, binomial probit","CM084264_1_70355122.1","generation * treatment",2,0.0902394409533604,0.913739822872865
"160","lme4QTL, binomial probit","CM084264_1_70466147.1","generation",2,0.307954585876544,0.735205544296637
"161","lme4QTL, binomial probit","CM084264_1_70466147.1","treatment",1,0.38027428782234,0.537974169331426
"162","lme4QTL, binomial probit","CM084264_1_70466147.1","generation * treatment",2,0.0528635260644751,0.94851922900523
"163","lme4QTL, binomial probit","CM084264_1_70466152.1","generation",2,7.74382174864548,0.000536401669932339
"164","lme4QTL, binomial probit","CM084264_1_70466152.1","treatment",1,0.254015280826399,0.61467136070316
"165","lme4QTL, binomial probit","CM084264_1_70466152.1","generation * treatment",2,0.53698238725897,0.585130038976052
"166","lme4QTL, binomial probit","CM084264_1_70466154.1","generation",2,0.102761162493716,0.902377604799033
"167","lme4QTL, binomial probit","CM084264_1_70466154.1","treatment",1,0.098437713326238,0.75395392043911
"168","lme4QTL, binomial probit","CM084264_1_70466154.1","generation * treatment",2,0.134077384956622,0.874580362103542
"169","lme4QTL, binomial probit","CM084264_1_70471433.1","generation",2,0.85941343773764,0.424561045654091
"170","lme4QTL, binomial probit","CM084264_1_70471433.1","treatment",1,5.36585396463344,0.0212808567303341
"171","lme4QTL, binomial probit","CM084264_1_70471433.1","generation * treatment",2,0.223849210070848,0.799583340503022
"172","lme4QTL, binomial probit","CM084264_1_71189798.1","generation",2,0.358204669603222,0.699260429604594
"173","lme4QTL, binomial probit","CM084264_1_71189798.1","treatment",1,0.268780794433232,0.604573837735431
"174","lme4QTL, binomial probit","CM084264_1_71189798.1","generation * treatment",2,0.696708085367917,0.499112853391995
"175","lme4QTL, binomial probit","CM084264_1_71718001.1","generation",2,5.27034222540111,0.00568213373284148
"176","lme4QTL, binomial probit","CM084264_1_71718001.1","treatment",1,0.122466345122461,0.726646599928233
"177","lme4QTL, binomial probit","CM084264_1_71718001.1","generation * treatment",2,1.91347112087459,0.149555699178953
"178","lme4QTL, binomial probit","CM084264_1_71718010.1","generation",2,5.52880004048783,0.00443165714549017
"179","lme4QTL, binomial probit","CM084264_1_71718010.1","treatment",1,1.63990581323783,0.201433311500076
"180","lme4QTL, binomial probit","CM084264_1_71718010.1","generation * treatment",2,0.549251181648558,0.578023368018111
"181","lme4QTL, binomial probit","CM084264_1_71721959.1","generation",2,0.424952357365094,0.654235838089457
"182","lme4QTL, binomial probit","CM084264_1_71721959.1","treatment",1,1.23352938055354e-06,0.99911465185606
"183","lme4QTL, binomial probit","CM084264_1_71721959.1","generation * treatment",2,1.40335662654835,0.24755086027223
"184","lme4QTL, binomial probit","CM084264_1_72011613.1","generation",2,2.24630083879955,0.107756130399298
"185","lme4QTL, binomial probit","CM084264_1_72011613.1","treatment",1,0.204511965552761,0.651465074735665
"186","lme4QTL, binomial probit","CM084264_1_72011613.1","generation * treatment",2,0.834774215174668,0.435085231383377
"187","lme4QTL, binomial probit","CM084264_1_72011634.1","generation",2,0.105615325568066,0.899807717172726
"188","lme4QTL, binomial probit","CM084264_1_72011634.1","treatment",1,1.40609655145271,0.236744122237182
"189","lme4QTL, binomial probit","CM084264_1_72011634.1","generation * treatment",2,0.719478079258949,0.487934222940782
"190","lme4QTL, binomial probit","CM084264_1_72011674.1","generation",2,1.26104399183,0.28501538078229
"191","lme4QTL, binomial probit","CM084264_1_72011674.1","treatment",1,3.37767936261231,0.067179620090575
"192","lme4QTL, binomial probit","CM084264_1_72011674.1","generation * treatment",2,0.184635089918498,0.831512115094871
"193","lme4QTL, binomial probit","CM084264_1_72054043.1","generation",2,0.769784233621592,0.4641229037599
"194","lme4QTL, binomial probit","CM084264_1_72054043.1","treatment",1,0.0749531542468857,0.784465518655613
"195","lme4QTL, binomial probit","CM084264_1_72054043.1","generation * treatment",2,1.57913237945702,0.20804485820634
"196","lme4QTL, binomial probit","CM084264_1_72054052.1","generation",2,1.09442763081069,0.336205915014444
"197","lme4QTL, binomial probit","CM084264_1_72054052.1","treatment",1,2.29448122103327,0.13100003243625
"198","lme4QTL, binomial probit","CM084264_1_72054052.1","generation * treatment",2,0.245295534732545,0.782646797769129
"199","lme4QTL, binomial probit","CM084264_1_72054205.1","generation",2,3.88503603890594,0.0217013096988401
"200","lme4QTL, binomial probit","CM084264_1_72054205.1","treatment",1,0.482774691689376,0.487763457514934
"201","lme4QTL, binomial probit","CM084264_1_72054205.1","generation * treatment",2,1.48308332752268,0.228772847537501
"202","lme4QTL, binomial probit","CM084264_1_72075461.1","generation",2,0.717990314962887,0.488656858396036
"203","lme4QTL, binomial probit","CM084264_1_72075461.1","treatment",1,2.00783963511485,0.15763658510229
"204","lme4QTL, binomial probit","CM084264_1_72075461.1","generation * treatment",2,1.11078145525268,0.3307960399606
"205","lme4QTL, binomial probit","CM084264_1_72075476.1","generation",2,3.58829032403064,0.0289669272439897
"206","lme4QTL, binomial probit","CM084264_1_72075476.1","treatment",1,0.0901985067025622,0.764155204648169
"207","lme4QTL, binomial probit","CM084264_1_72075476.1","generation * treatment",2,0.0549258626352914,0.946565855008777
"208","lme4QTL, binomial probit","CM084264_1_72075479.1","generation",2,1.30767347467928,0.272149486540715
"209","lme4QTL, binomial probit","CM084264_1_72075479.1","treatment",1,1.15619117646712,0.283213240102877
"210","lme4QTL, binomial probit","CM084264_1_72075479.1","generation * treatment",2,0.786906503559342,0.456288332941762
"211","lme4QTL, binomial probit","CM084264_1_72113815.1","generation",2,2.85169264192487,0.0594809494672936
"212","lme4QTL, binomial probit","CM084264_1_72113815.1","treatment",1,1.13447087493874,0.287771754428093
"213","lme4QTL, binomial probit","CM084264_1_72113815.1","generation * treatment",2,5.17183660103893,0.0062474766926653
"214","lme4QTL, binomial probit","CM084264_1_72117199.1","generation",2,5.05567419552391,0.00698744901137309
"215","lme4QTL, binomial probit","CM084264_1_72117199.1","treatment",1,0.817941867818625,0.366585880658552
"216","lme4QTL, binomial probit","CM084264_1_72117199.1","generation * treatment",2,1.00567040289561,0.367160292148745
"217","lme4QTL, binomial probit","CM084264_1_72117233.1","generation",2,4.07053705515531,0.018122638456274
"218","lme4QTL, binomial probit","CM084264_1_72117233.1","treatment",1,0.0846003775013444,0.771379768051192
"219","lme4QTL, binomial probit","CM084264_1_72117233.1","generation * treatment",2,0.847757846256537,0.429507166889071
"220","lme4QTL, binomial probit","CM084264_1_72929492.1","generation",2,0.514976374484839,0.598098246522404
"221","lme4QTL, binomial probit","CM084264_1_72929492.1","treatment",1,1.76524659718131,0.18508911832347
"222","lme4QTL, binomial probit","CM084264_1_72929492.1","generation * treatment",2,1.03787794542969,0.355609075611967
"223","lme4QTL, binomial probit","CM084264_1_73152512.1","generation",2,0.14150268101109,0.868116942712806
"224","lme4QTL, binomial probit","CM084264_1_73152512.1","treatment",1,1.86818880429942,0.172815468270105
"225","lme4QTL, binomial probit","CM084264_1_73152512.1","generation * treatment",2,0.300543288722416,0.740662314487134
"226","lme4QTL, binomial probit","CM084264_1_73152528.1","generation",2,0.739395548779052,0.478362965174025
"227","lme4QTL, binomial probit","CM084264_1_73152528.1","treatment",1,0.120937975589121,0.72828935239372
"228","lme4QTL, binomial probit","CM084264_1_73152528.1","generation * treatment",2,0.195492623422303,0.822545288850139
"229","lme4QTL, binomial probit","CM084264_1_73152605.1","generation",2,1.09363660000227,0.336469837701294
"230","lme4QTL, binomial probit","CM084264_1_73152605.1","treatment",1,1.0405646766037,0.308599953776051
"231","lme4QTL, binomial probit","CM084264_1_73152605.1","generation * treatment",2,1.07829350540882,0.341630455961593
"232","lme4QTL, binomial probit","CM084264_1_73283219.1","generation",2,0.614626928641201,0.541594800184934
"233","lme4QTL, binomial probit","CM084264_1_73283219.1","treatment",1,0.19999378035276,0.655083083494661
"234","lme4QTL, binomial probit","CM084264_1_73283219.1","generation * treatment",2,0.361162599700755,0.697200581923097
"235","lme4QTL, binomial probit","CM084264_1_73291504.1","generation",2,0.370233510335786,0.690921803463924
"236","lme4QTL, binomial probit","CM084264_1_73291504.1","treatment",1,0.619921421195322,0.431764546318468
"237","lme4QTL, binomial probit","CM084264_1_73291504.1","generation * treatment",2,0.0988077042220272,0.905949516282299
"238","lme4QTL, binomial probit","CM084264_1_73291573.1","generation",2,2.3984896072017,0.0927814118312847
"239","lme4QTL, binomial probit","CM084264_1_73291573.1","treatment",1,6.2756542273341,0.0128279866664738
"240","lme4QTL, binomial probit","CM084264_1_73291573.1","generation * treatment",2,1.00128739569139,0.36876120824211
"241","lme4QTL, binomial probit","CM084264_1_73309406.1","generation",2,0.642688324531934,0.526676398549396
"242","lme4QTL, binomial probit","CM084264_1_73309406.1","treatment",1,0.128898998915366,0.719855898461546
"243","lme4QTL, binomial probit","CM084264_1_73309406.1","generation * treatment",2,0.687950309784875,0.503480752997215
"244","lme4QTL, binomial probit","CM084264_1_73312740.1","generation",2,1.39192585588641,0.25036757209676
"245","lme4QTL, binomial probit","CM084264_1_73312740.1","treatment",1,0.0275196689510215,0.868366789782248
"246","lme4QTL, binomial probit","CM084264_1_73312740.1","generation * treatment",2,1.4256474598682,0.24214955143381
"247","lme4QTL, binomial probit","CM084264_1_73349423.1","generation",2,0.4454448619512,0.641007397614213
"248","lme4QTL, binomial probit","CM084264_1_73349423.1","treatment",1,2.7599856389331,0.0978054814335224
"249","lme4QTL, binomial probit","CM084264_1_73349423.1","generation * treatment",2,0.140531758993523,0.868959348748792
"250","lme4QTL, binomial probit","CM084264_1_73604407.1","generation",2,0.262365751647295,0.769424787546244
"251","lme4QTL, binomial probit","CM084264_1_73604407.1","treatment",1,1.35897773843323,0.244739699250216
"252","lme4QTL, binomial probit","CM084264_1_73604407.1","generation * treatment",2,1.07206441057467,0.34374828897439
"253","lme4QTL, binomial probit","CM084264_1_73604686.1","generation",2,2.49479966153343,0.0844065013758938
"254","lme4QTL, binomial probit","CM084264_1_73604686.1","treatment",1,2.1842223771566,0.140592723453927
"255","lme4QTL, binomial probit","CM084264_1_73604686.1","generation * treatment",2,0.606210369008799,0.546151786486452
"256","lme4QTL, binomial probit","CM084264_1_73886234.1","generation",2,3.05416997765904,0.048788623483612
"257","lme4QTL, binomial probit","CM084264_1_73886234.1","treatment",1,2.74896075204411,0.0984746915554653
"258","lme4QTL, binomial probit","CM084264_1_73886234.1","generation * treatment",2,0.574868928041109,0.563463397128253
"259","lme4QTL, binomial probit","CM084264_1_73926177.1","generation",2,2.02374393730345,0.134152233157854
"260","lme4QTL, binomial probit","CM084264_1_73926177.1","treatment",1,1.09859887134893,0.295507675156439
"261","lme4QTL, binomial probit","CM084264_1_73926177.1","generation * treatment",2,2.73391767997635,0.0667565622422259
"262","lme4QTL, binomial probit","CM084264_1_73926179.1","generation",2,2.0447099137835,0.131409624386399
"263","lme4QTL, binomial probit","CM084264_1_73926179.1","treatment",1,0.742754453209949,0.389541900185881
"264","lme4QTL, binomial probit","CM084264_1_73926179.1","generation * treatment",2,1.29265238522121,0.276228887806759
"265","lme4QTL, binomial probit","CM084264_1_73927104.1","generation",2,1.56439512126416,0.211097896656273
"266","lme4QTL, binomial probit","CM084264_1_73927104.1","treatment",1,0.180415035475478,0.671353840485066
"267","lme4QTL, binomial probit","CM084264_1_73927104.1","generation * treatment",2,0.169191998686088,0.844435893859916
"268","lme4QTL, binomial probit","CM084264_1_73929737.1","generation",2,3.78530502778246,0.0239114770313902
